image,emotion,generated_review
happy/PrivateTest_88480035.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_8861456.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_88679070.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_88702693.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_88754073.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_88760955.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_88847900.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_8892381.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_88977280.jpg,sad,This left me feeling down; it didn't meet my expectations.
happy/PrivateTest_89186336.jpg,neutral,"It was okay — nothing special, but not bad either."
happy/PrivateTest_89192537.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_89236972.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_89422372.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_89606792.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_89728599.jpg,surprise,What a surprise — unexpectedly good and engaging.
happy/PrivateTest_89777490.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_89942126.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_89947622.jpg,neutral,A neutral experience overall; neither good nor bad.
happy/PrivateTest_89950479.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_90198447.jpg,surprise,I was pleasantly surprised and didn't expect such results!
happy/PrivateTest_90238631.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_90330103.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_90453476.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_90595495.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_90922733.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_91067995.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_91362293.jpg,surprise,What a surprise — unexpectedly good and engaging.
happy/PrivateTest_91362648.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_91435202.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_91691557.jpg,neutral,"It was okay — nothing special, but not bad either."
happy/PrivateTest_91696872.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_91724364.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_92171408.jpg,sad,This left me feeling down; it didn't meet my expectations.
happy/PrivateTest_92259699.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_92454929.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_92488399.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_92490072.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_92514405.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_92552521.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_92587611.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_92779835.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_92780348.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_928647.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_93033434.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_93661824.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_9367235.jpg,surprise,I was pleasantly surprised and didn't expect such results!
happy/PrivateTest_93786622.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_94020734.jpg,angry,Very annoyed — this was unacceptable and angry-making.
happy/PrivateTest_94125534.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_94168367.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_94181840.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_94261904.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_94603915.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_94788543.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_94815076.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_94843283.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_94862738.jpg,neutral,"It was okay — nothing special, but not bad either."
happy/PrivateTest_9488237.jpg,surprise,I was pleasantly surprised and didn't expect such results!
happy/PrivateTest_94966354.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_9507188.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_95094.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_95151499.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_95213268.jpg,neutral,A neutral experience overall; neither good nor bad.
happy/PrivateTest_95254744.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_95304700.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_95357685.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_95444722.jpg,sad,This left me feeling down; it didn't meet my expectations.
happy/PrivateTest_95450853.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_9549216.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_95500948.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_9558875.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_95916631.jpg,angry,Very annoyed — this was unacceptable and angry-making.
happy/PrivateTest_9614390.jpg,surprise,What a surprise — unexpectedly good and engaging.
happy/PrivateTest_96395145.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_96682835.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_9668583.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_96929158.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_97057757.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_97121872.jpg,surprise,What a surprise — unexpectedly good and engaging.
happy/PrivateTest_97191866.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_97194579.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_97244254.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_97256893.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_97281624.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_97497386.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_97619865.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_97778271.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_97788217.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_97852224.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_97883091.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_97916050.jpg,sad,I felt disappointed and unhappy with the experience.
happy/PrivateTest_98023411.jpg,sad,This left me feeling down; it didn't meet my expectations.
happy/PrivateTest_98354854.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_98430218.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_98479643.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_98662353.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_98977866.jpg,sad,I felt disappointed and unhappy with the experience.
happy/PrivateTest_99128502.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_99314173.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_99320853.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_99509146.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_99672421.jpg,happy,This made my day; I felt very happy and pleased.
happy/PrivateTest_99691745.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_99764146.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PrivateTest_99802225.jpg,sad,I felt disappointed and unhappy with the experience.
happy/PrivateTest_99871365.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_10130075.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_10181609.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_10245799.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_10248771.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_10283102.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_10303060.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_10527411.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_10886374.jpg,neutral,"It was okay — nothing special, but not bad either."
happy/PublicTest_11060787.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_11107518.jpg,surprise,What a surprise — unexpectedly good and engaging.
happy/PublicTest_11211241.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_11394394.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_11400293.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_11480715.jpg,surprise,I was pleasantly surprised and didn't expect such results!
happy/PublicTest_11520713.jpg,surprise,What a surprise — unexpectedly good and engaging.
happy/PublicTest_11555220.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_11564784.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_12083982.jpg,neutral,A neutral experience overall; neither good nor bad.
happy/PublicTest_12225602.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_12430625.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_1245723.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_12470753.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_12481108.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_12595220.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_12688725.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_12707362.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_12775164.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_1278010.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_12933636.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_12989085.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_13062825.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_13119862.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_13120972.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_13125314.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_13156241.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_1321030.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_13277039.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_13280750.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_13290545.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_13346348.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_13470122.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_13648674.jpg,neutral,A neutral experience overall; neither good nor bad.
happy/PublicTest_13682694.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_13788513.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_13888087.jpg,neutral,A neutral experience overall; neither good nor bad.
happy/PublicTest_14109909.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_14208618.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_14312737.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_14330803.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_14342101.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_1452886.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_14734177.jpg,neutral,A neutral experience overall; neither good nor bad.
happy/PublicTest_14863387.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_15146220.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_15323474.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_15499192.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_15518721.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_15545954.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_15564000.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_1580581.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_1634253.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_1640397.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_16440360.jpg,sad,I felt disappointed and unhappy with the experience.
happy/PublicTest_16502022.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_16609356.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_16723643.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_16752382.jpg,sad,This left me feeling down; it didn't meet my expectations.
happy/PublicTest_16898559.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_16904324.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_16930057.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_17050267.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_17071643.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_17081079.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_1721551.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_17223895.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_17291388.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_17302120.jpg,fear,This caused me concern and some anxiety.
happy/PublicTest_17317594.jpg,surprise,I was pleasantly surprised and didn't expect such results!
happy/PublicTest_17367817.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_17473157.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_17575282.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_17581682.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_17688489.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_17725226.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_17904919.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_17985509.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_18243231.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_18357588.jpg,neutral,A neutral experience overall; neither good nor bad.
happy/PublicTest_18496904.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_18702897.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_18768.jpg,neutral,"It was okay — nothing special, but not bad either."
happy/PublicTest_1895428.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_19003002.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_19059765.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_19214280.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_19304622.jpg,angry,Very annoyed — this was unacceptable and angry-making.
happy/PublicTest_19319423.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_1936536.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_19463650.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_19540950.jpg,neutral,A neutral experience overall; neither good nor bad.
happy/PublicTest_19754150.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_19825526.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_19831624.jpg,neutral,A neutral experience overall; neither good nor bad.
happy/PublicTest_19874720.jpg,sad,This left me feeling down; it didn't meet my expectations.
happy/PublicTest_19947133.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_20450943.jpg,surprise,What a surprise — unexpectedly good and engaging.
happy/PublicTest_20522483.jpg,fear,I felt uneasy and worried about how this behaved.
happy/PublicTest_2067774.jpg,angry,I was upset by this and found it frustrating.
happy/PublicTest_21080954.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_21227762.jpg,fear,This caused me concern and some anxiety.
happy/PublicTest_21343627.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_21422220.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_21528340.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_21832858.jpg,sad,I felt disappointed and unhappy with the experience.
happy/PublicTest_22141713.jpg,neutral,"It was okay — nothing special, but not bad either."
happy/PublicTest_22250799.jpg,neutral,"It was okay — nothing special, but not bad either."
happy/PublicTest_22442398.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_22445711.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_22477942.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_22974283.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_2337656.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_23467820.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_23479421.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_2355293.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_2356351.jpg,sad,I felt disappointed and unhappy with the experience.
happy/PublicTest_23665766.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_23722688.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_23722704.jpg,surprise,What a surprise — unexpectedly good and engaging.
happy/PublicTest_23906574.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_2392481.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_24024517.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_24056456.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_24239238.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_24264216.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_24367513.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_24420477.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_24465961.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_24479979.jpg,sad,I felt disappointed and unhappy with the experience.
happy/PublicTest_24489785.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_24527132.jpg,neutral,A neutral experience overall; neither good nor bad.
happy/PublicTest_24659187.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_24742457.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_248059.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_24830226.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_24899551.jpg,angry,Very annoyed — this was unacceptable and angry-making.
happy/PublicTest_24902629.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_2494010.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_249914.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_25067863.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_25271883.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_25355871.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_25372349.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_25419903.jpg,surprise,I was pleasantly surprised and didn't expect such results!
happy/PublicTest_25530597.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_25595566.jpg,sad,This left me feeling down; it didn't meet my expectations.
happy/PublicTest_25718007.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_25744028.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_25796473.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_25910909.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_25980060.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_26015636.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_26050607.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_26070763.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_26132018.jpg,angry,Very annoyed — this was unacceptable and angry-making.
happy/PublicTest_26212146.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_26235161.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_26323914.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_26362776.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_26383670.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_26423926.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_2666482.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_26760043.jpg,neutral,A neutral experience overall; neither good nor bad.
happy/PublicTest_27009464.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_27103431.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_27142487.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_27405208.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_27553200.jpg,sad,This left me feeling down; it didn't meet my expectations.
happy/PublicTest_27560971.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_27569127.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_27625077.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_2775909.jpg,surprise,What a surprise — unexpectedly good and engaging.
happy/PublicTest_27915686.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_2792371.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_28002550.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_2808905.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_28227092.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_28340669.jpg,neutral,"It was okay — nothing special, but not bad either."
happy/PublicTest_28388726.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_28520544.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_2855387.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_28572682.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_28591237.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_28647115.jpg,neutral,"It was okay — nothing special, but not bad either."
happy/PublicTest_28843796.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_29065605.jpg,angry,Very annoyed — this was unacceptable and angry-making.
happy/PublicTest_29219156.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_29262077.jpg,neutral,A neutral experience overall; neither good nor bad.
happy/PublicTest_29391129.jpg,neutral,"It was okay — nothing special, but not bad either."
happy/PublicTest_29472726.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_29492318.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_29510480.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_29578299.jpg,neutral,A neutral experience overall; neither good nor bad.
happy/PublicTest_29663397.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_29700651.jpg,sad,I felt disappointed and unhappy with the experience.
happy/PublicTest_29723076.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_29858208.jpg,sad,This left me feeling down; it didn't meet my expectations.
happy/PublicTest_29869981.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_30005286.jpg,neutral,A neutral experience overall; neither good nor bad.
happy/PublicTest_30017789.jpg,neutral,"It was okay — nothing special, but not bad either."
happy/PublicTest_30099109.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_30156147.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_30185681.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_30197896.jpg,neutral,"It was okay — nothing special, but not bad either."
happy/PublicTest_30244131.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_30247797.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_30360811.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_30375920.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_30399028.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_30400469.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_30513151.jpg,neutral,"It was okay — nothing special, but not bad either."
happy/PublicTest_30543773.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_30975522.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_30997651.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_3101855.jpg,fear,I felt uneasy and worried about how this behaved.
happy/PublicTest_31388152.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_31399969.jpg,neutral,A neutral experience overall; neither good nor bad.
happy/PublicTest_3140321.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_31512315.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_31517868.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_31534814.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_31787410.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_31868973.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_31896598.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_31961008.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_31991576.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_32407283.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_32544065.jpg,fear,This caused me concern and some anxiety.
happy/PublicTest_32550046.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_32658045.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_32839417.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_32851310.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_32862356.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_32960343.jpg,surprise,What a surprise — unexpectedly good and engaging.
happy/PublicTest_3299093.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_33025709.jpg,fear,This caused me concern and some anxiety.
happy/PublicTest_33254956.jpg,fear,I felt uneasy and worried about how this behaved.
happy/PublicTest_33256402.jpg,happy,I had a wonderful time — everything was great and cheerful.
happy/PublicTest_33340944.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_33635814.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_33726932.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_33738386.jpg,neutral,"It was okay — nothing special, but not bad either."
happy/PublicTest_34029739.jpg,happy,This made my day; I felt very happy and pleased.
happy/PublicTest_34451492.jpg,happy,I had a wonderful time — everything was great and cheerful.
